title,address,floor,madori,fee /yen,management_fee /yen,deposit /yen,gratuity /yen,menseki /m2
プルデンシャルタワーレジデンス,東京都千代田区永田町２,26階,1LDK,427000,20000,854000,0,75.5
プルデンシャルタワーレジデンス,東京都千代田区永田町２,30階,1LDK,434000,20000,1302000,0,74.26
プルデンシャルタワーレジデンス,東京都千代田区永田町２,26階,1LDK,435000,20000,1305000,0,74.26
プルデンシャルタワーレジデンス,東京都千代田区永田町２,35階,1LDK,439000,20000,1317000,0,74.26
プルデンシャルタワーレジデンス,東京都千代田区永田町２,32階,1LDK,446000,20000,1338000,0,75.5
プルデンシャルタワーレジデンス,東京都千代田区永田町２,34階,1LDK,448000,20000,1344000,0,75.5
プルデンシャルタワーレジデンス,東京都千代田区永田町２,35階,1LDK,449000,20000,1347000,0,75.5
プルデンシャルタワーレジデンス,東京都千代田区永田町２,29階,1LDK,475000,20000,950000,0,75.5
プルデンシャルタワーレジデンス,東京都千代田区永田町２,26階,2LDK,561000,25000,1683000,0,93.97
プルデンシャルタワーレジデンス,東京都千代田区永田町２,31階,2LDK,610000,25000,1830000,0,98.73
プルデンシャルタワーレジデンス,東京都千代田区永田町２,36階,2LDK,619000,25000,1857000,0,98.73
プルデンシャルタワーレジデンス,東京都千代田区永田町２,29階,2LDK,641000,25000,1282000,641000,98.73
メゾンクラフト神田錦町,東京都千代田区神田錦町２,4階,1LDK,183000,17000,183000,183000,43.34
ＪＲ中央線 御茶ノ水駅 13階建 築8年,東京都千代田区神田猿楽町１,4階,1DK,117000,10000,117000,117000,24.54
ＪＲ中央線 御茶ノ水駅 13階建 築8年,東京都千代田区神田猿楽町１,4階,1DK,119000,10000,119000,119000,24.54
ＪＲ中央線 御茶ノ水駅 13階建 築8年,東京都千代田区神田猿楽町１,6階,2DK,175000,15000,175000,262500,40.18
ＪＲ総武線快速 馬喰町駅 13階建 築9年,東京都千代田区東神田１,6階,1LDK,190000,10000,190000,190000,40.21
カーサ内神田,東京都千代田区内神田１,9階,1LDK,168000,10000,168000,168000,40.69
maison chaleur,東京都千代田区神田駿河台３,7階,1LDK,196000,0,196000,392000,44.02
プラウド千代田淡路町,東京都千代田区神田須田町１,7階,1LDK,190000,10000,0,190000,44.73
東神田プレイス,東京都千代田区東神田２,8階,ワンルーム,86000,10000,0,0,16.46
東神田プレイス,東京都千代田区東神田２,10階,1LDK,202000,10000,0,0,49.16
東神田プレイス,東京都千代田区東神田２,10階,1LDK,205000,10000,0,0,49.16
東神田プレイス,東京都千代田区東神田２,12階,1LDK,206000,10000,0,0,49.16
ローレルアイ千代田淡路町,東京都千代田区神田小川町１,14階,1LDK,260000,20000,260000,260000,50.0
ＪＲ中央線 水道橋駅 14階建 築2年,東京都千代田区神田猿楽町２,9階,1LDK,237000,18000,237000,0,40.87
ＪＲ山手線 神田駅 12階建 築6年,東京都千代田区神田西福田町,8階,1DK,162000,15000,162000,162000,33.54
ＪＲ山手線 神田駅 6階建 築8年,東京都千代田区神田北乗物町,6階,1DK,130000,10000,130000,0,31.05
東京メトロ有楽町線 麹町駅 地下1地上3階建 築24年,東京都千代田区二番町,B1-3階,5LDK,2600000,0,5200000,2600000,414.63
岩本町ビル,東京都千代田区岩本町１,4階,2DK,180000,10000,180000,180000,38.88
都営新宿線 市ケ谷駅 地下1地上8階建 築25年,東京都千代田区九段南３,4階,ワンルーム,148000,5000,148000,148000,35.01
東京メトロ銀座線 神田駅 14階建 築8年,東京都千代田区神田須田町１,12階,1LDK,180000,20000,0,180000,40.66
東京メトロ銀座線 赤坂見附駅 地下3地上38階建 築22年,東京都千代田区永田町２,29階,1LDK,381000,20000,762000,0,71.49
フォーサイト神田多町,東京都千代田区神田多町２,6階,ワンルーム,116000,20000,116000,0,25.71
フォーサイト神田多町,東京都千代田区神田多町２,7階,ワンルーム,117000,20000,117000,0,25.71
フォーサイト神田多町,東京都千代田区神田多町２,8階,ワンルーム,118000,20000,118000,0,25.71
フォーサイト神田多町,東京都千代田区神田多町２,9階,ワンルーム,119000,20000,119000,0,25.71
フォーサイト神田多町,東京都千代田区神田多町２,10階,ワンルーム,120000,20000,120000,0,25.71
フォーサイト神田多町,東京都千代田区神田多町２,2階,1LDK,181000,20000,181000,0,37.75
フォーサイト神田多町,東京都千代田区神田多町２,6階,1LDK,185000,20000,185000,0,37.75
フォーサイト神田多町,東京都千代田区神田多町２,7階,1LDK,186000,20000,186000,0,37.75
フォーサイト神田多町,東京都千代田区神田多町２,8階,1LDK,187000,20000,187000,0,37.75
フォーサイト神田多町,東京都千代田区神田多町２,9階,1LDK,188000,20000,188000,0,37.75
フォーサイト神田多町,東京都千代田区神田多町２,4階,1LDK,191000,20000,191000,0,40.45
フォーサイト神田多町,東京都千代田区神田多町２,5階,1LDK,192000,20000,192000,0,40.45
フォーサイト神田多町,東京都千代田区神田多町２,6階,1LDK,193000,20000,193000,0,40.45
フォーサイト神田多町,東京都千代田区神田多町２,8階,1LDK,195000,20000,195000,0,40.45
フォーサイト神田多町,東京都千代田区神田多町２,11階,1LDK,198000,20000,198000,0,40.11
フォーサイト神田多町,東京都千代田区神田多町２,12階,1LDK,200000,20000,200000,0,40.11
フォーサイト神田多町,東京都千代田区神田多町２,11階,1LDK,205000,20000,205000,0,40.48
リヴシティ神田,東京都千代田区神田富山町,9階,1K,105000,10500,0,105000,22.72
ＣＳ１８１８,東京都千代田区三番町,5階,1K,100000,5000,0,0,14.5
東京タイムズタワー,東京都千代田区外神田４,13階,1LDK,250000,15000,500000,250000,56.41
東京タイムズタワー,東京都千代田区外神田４,5階,1LDK,265000,15000,265000,265000,62.44
東京メトロ半蔵門線 半蔵門駅 13階建 築11年,東京都千代田区麹町１,7階,1LDK,243000,12000,486000,243000,51.42
東京メトロ丸ノ内線 淡路町駅 地下1地上12階建 築6年,東京都千代田区神田須田町１,3階,1K,130000,10000,130000,130000,25.48
東京メトロ丸ノ内線 淡路町駅 地下1地上12階建 築6年,東京都千代田区神田須田町１,3階,1K,135000,10000,135000,135000,25.37
ベラ　ヴィスタ　竹橋,東京都千代田区神田錦町３,6階,1K,123000,9000,123000,123000,31.1
パークホームズ千代田淡路町,東京都千代田区神田須田町１,4階,1K,142000,0,142000,142000,25.37
パークホームズ千代田淡路町,東京都千代田区神田須田町１,3階,1K,130000,15000,130000,130000,25.48
パークホームズ千代田淡路町,東京都千代田区神田須田町１,6階,2LDK,315000,15000,315000,630000,58.12
ＪＲ山手線 神田駅 12階建 築19年,東京都千代田区神田司町２,9階,1K,120000,6000,120000,240000,31.84
アーバネックス神保町,東京都千代田区神田神保町１,4階,1K,109000,10000,109000,0,23.71
都営新宿線 岩本町駅 6階建 築10年,東京都千代田区神田東松下町,3階,1K,92000,8000,0,92000,25.09
東京メトロ半蔵門線 半蔵門駅 10階建 築52年,東京都千代田区平河町２,6階,2DK,110000,10000,220000,110000,38.01
ＣＦ１３１０,東京都千代田区富士見１,3階,ワンルーム,77000,3000,0,0,9.31
ＣＦ１３１０,東京都千代田区富士見１,2階,ワンルーム,80000,3000,0,0,11.07
ライオンズシティ九段,東京都千代田区九段南３,5階,2LDK,245000,0,245000,245000,60.07
半蔵門レジデンス,東京都千代田区平河町１,9階,1K,126000,10000,136000,136000,27.07
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,5階,1K,87000,10000,87000,87000,22.04
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,5階,1K,89000,10000,89000,89000,22.04
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,3階,1K,90000,10000,90000,90000,22.59
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,7階,1K,91000,10000,91000,91000,22.04
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,7階,1K,97000,10000,97000,97000,22.59
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,10階,1K,103000,10000,103000,103000,22.04
フォレシティ秋葉原,東京都千代田区神田佐久間町３,5階,1K,113000,7000,0,0,22.65
フォレシティ秋葉原,東京都千代田区神田佐久間町３,7階,1K,114000,7000,0,0,22.65
フォレシティ秋葉原,東京都千代田区神田佐久間町３,8階,1K,115000,7000,0,0,22.65
フォレシティ秋葉原,東京都千代田区神田佐久間町３,9階,1K,116000,7000,0,0,22.65
ＪＲ山手線 神田駅 地下1地上15階建 築19年,東京都千代田区神田須田町２,5階,1DK,140000,10000,140000,140000,32.07
ZOOM九段下,東京都千代田区九段北１,3階,1K,127500,10500,0,127500,26.23
ZOOM九段下,東京都千代田区九段北１,2階,1K,127500,10500,0,127500,25.74
ZOOM九段下,東京都千代田区九段北１,3階,1K,127500,11000,0,127500,26.23
ZOOM九段下,東京都千代田区九段北１,3階,1K,128500,10500,0,128500,26.23
ZOOM九段下,東京都千代田区九段北１,3階,1K,128500,11000,0,128500,26.23
ZOOM九段下,東京都千代田区九段北１,5階,1K,144500,10500,0,144500,25.74
ZOOM九段下,東京都千代田区九段北１,5階,1K,144500,11000,0,144500,25.74
朝日九段マンション,東京都千代田区九段北１,5階,ワンルーム,68000,6820,68000,0,18.69
朝日九段マンション,東京都千代田区九段北１,2階,2DK,123000,7000,123000,123000,41.08
朝日九段マンション,東京都千代田区九段北１,11階,2DK,160000,8000,160000,160000,43.0
アーバンキューブ九段南,東京都千代田区九段南３,12階,1LDK,231000,15000,231000,231000,53.84
ＪＲ山手線 神田駅 8階建 築21年,東京都千代田区神田淡路町１,4階,1LDK,130000,10000,260000,130000,35.36
ＪＲ山手線 神田駅 8階建 築21年,東京都千代田区神田淡路町１,3階,1LDK,155000,12000,155000,155000,35.36
ＪＲ山手線 神田駅 8階建 築21年,東京都千代田区神田淡路町１,3階,1LDK,158000,12000,158000,158000,35.36
La Perla岩本町,東京都千代田区岩本町２,8階,1K,107000,10000,0,0,25.54
La Perla岩本町,東京都千代田区岩本町２,9階,1K,109000,10000,109000,109000,25.54
La Perla岩本町,東京都千代田区岩本町２,8階,1K,118000,10000,118000,118000,25.54
La Perla岩本町,東京都千代田区岩本町２,9階,1K,120000,10000,120000,120000,25.54
La Perla岩本町,東京都千代田区岩本町２,8階,1K,121000,10000,121000,121000,25.54
La Perla岩本町,東京都千代田区岩本町２,9階,1K,123000,10000,123000,123000,25.54
東京メトロ半蔵門線 半蔵門駅 5階建 築29年,東京都千代田区三番町,1階,1LDK,135000,10000,135000,135000,36.15
東京メトロ有楽町線 麹町駅 地下2地上12階建 築29年,東京都千代田区四番町,6階,1LDK,340000,10000,340000,340000,84.33
Ｋフラッツ,東京都千代田区富士見１,4階,2LDK,139000,6000,139000,139000,40.79
プラチナコート神田,東京都千代田区神田東松下町,2階,1K,102000,8000,0,102000,25.72
パークアクシス御茶ノ水ヒルトップ,東京都千代田区神田駿河台２,13階,ワンルーム,130000,10000,130000,130000,25.83
都営新宿線 岩本町駅 14階建 築4年,東京都千代田区岩本町２,12階,ワンルーム,119000,10000,0,119000,25.03
東京メトロ銀座線 神田駅 9階建 築9年,東京都千代田区外神田２,2階,1LDK,165000,12000,0,165000,42.13
ＪＲ山手線 神田駅 14階建 築4年,東京都千代田区内神田３,3階,1K,141000,12000,0,141000,32.58
Ｊ－ＲＥＳＣＯ　神田,東京都千代田区神田多町２,3階,1K,104000,4000,0,104000,24.8
ＪＲ中央線 水道橋駅 13階建 築4年,東京都千代田区神田三崎町３,6階,1K,113000,15000,113000,113000,25.99
リブクオーレ神保町,東京都千代田区神田神保町１,2階,1K,124000,10000,124000,124000,27.39
リブクオーレ神保町,東京都千代田区神田神保町１,5階,1K,128000,10000,128000,128000,27.39
リブクオーレ神保町,東京都千代田区神田神保町１,9階,ワンルーム,129000,10000,129000,129000,26.08
リブクオーレ神保町,東京都千代田区神田神保町１,13階,ワンルーム,135000,10000,135000,135000,26.08
リブクオーレ神保町,東京都千代田区神田神保町１,13階,2LDK,301000,15000,301000,301000,54.86
デュアレス千代田三崎町,東京都千代田区神田三崎町３,2階,1K,145000,10500,0,145000,25.0
デュアレス千代田三崎町,東京都千代田区神田三崎町３,3階,ワンルーム,145500,10500,0,145500,25.03
デュアレス千代田三崎町,東京都千代田区神田三崎町３,2階,1K,145000,11000,0,145000,25.0
デュアレス千代田三崎町,東京都千代田区神田三崎町３,3階,ワンルーム,145500,11000,0,145500,25.03
デュアレス千代田三崎町,東京都千代田区神田三崎町３,8階,ワンルーム,147500,10500,0,147500,25.03
デュアレス千代田三崎町,東京都千代田区神田三崎町３,8階,1K,148000,10500,0,148000,25.06
デュアレス千代田三崎町,東京都千代田区神田三崎町３,9階,1K,148000,11000,0,148000,25.06
ヴァンクール岩本町,東京都千代田区岩本町３,5階,1K,114000,5500,114000,0,25.55
ヴァンクール岩本町,東京都千代田区岩本町３,6階,1K,132000,7500,132000,0,30.28
都営浅草線 浅草橋駅 16階建 築2年,東京都千代田区神田佐久間町４,5階,1K,141000,15000,0,0,30.25
都営浅草線 浅草橋駅 16階建 築2年,東京都千代田区神田佐久間町４,15階,1K,147000,15000,0,0,30.25
都営浅草線 浅草橋駅 16階建 築2年,東京都千代田区神田佐久間町４,7階,1LDK,211000,20000,0,0,42.56
プラムハウス日本橋,東京都千代田区東神田１,10階,1K,97000,7000,97000,0,23.92
都営新宿線 小川町駅 地下1地上9階建 築2年,東京都千代田区神田多町２,8-9階,1LDK,630000,20000,630000,630000,67.37
パレステュディオ三番町II,東京都千代田区三番町,2階,1K,94500,8500,0,0,23.92
パレステュディオ三番町II,東京都千代田区三番町,8階,1K,117000,10500,0,117000,21.9
パレステュディオ三番町II,東京都千代田区三番町,8階,1K,117000,11000,0,117000,21.9
都営新宿線 岩本町駅 地下1地上12階建 築24年,東京都千代田区岩本町２,11階,1K,107000,5000,0,0,27.5
東神田テラスレジデンス(旧・ロイジェント東神田）,東京都千代田区外神田１,10階,1LDK,238000,12000,238000,238000,45.97
ＪＲ総武線 御茶ノ水駅 13階建 築21年,東京都千代田区神田錦町３,2階,1K,84000,8000,0,84000,22.87
リンデンハウス,東京都千代田区神田小川町１,5階,ワンルーム,134000,5000,134000,134000,30.23
ＪＲ山手線 秋葉原駅 地下1地上15階建 築18年,東京都千代田区外神田４,8階,1K,107000,15000,0,0,23.85
ＪＲ山手線 秋葉原駅 地下1地上15階建 築18年,東京都千代田区外神田４,12階,1K,111000,15000,0,0,23.85
メインステージ大手町,東京都千代田区内神田２,10階,1K,98000,12000,98000,98000,24.32
ＪＲ山手線 秋葉原駅 10階建 築22年,東京都千代田区岩本町３,9階,1DK,102000,0,102000,102000,28.78
ＪＲ山手線 秋葉原駅 10階建 築22年,東京都千代田区岩本町３,9階,1K,102000,0,102000,102000,28.78
パークハビオ平河町,東京都千代田区平河町１,14階,ワンルーム,147000,10000,147000,147000,25.44
東京メトロ東西線 飯田橋駅 9階建 築21年,東京都千代田区富士見１,5階,ワンルーム,123000,9000,0,0,34.93
都営新宿線 岩本町駅 9階建 築18年,東京都千代田区神田佐久間町３,2階,1K,109000,8000,109000,0,24.86
都営新宿線 岩本町駅 9階建 築18年,東京都千代田区神田佐久間町３,3階,1K,111000,8000,111000,111000,24.29
東京メトロ半蔵門線 神保町駅 14階建 築16年,東京都千代田区神田神保町２,11階,1DK,133000,10000,266000,133000,29.71
東京メトロ半蔵門線 神保町駅 14階建 築4年,東京都千代田区神田神保町１,13階,ワンルーム,133000,10000,133000,133000,26.08
東京メトロ半蔵門線 神保町駅 14階建 築4年,東京都千代田区神田神保町１,13階,1K,135000,10000,135000,135000,26.08
東京メトロ日比谷線 秋葉原駅 地下1地上11階建 築18年,東京都千代田区神田佐久間町４,8階,1K,134000,8000,134000,134000,34.4
東京メトロ半蔵門線 神保町駅 17階建 築26年,東京都千代田区西神田３,15階,1LDK,335000,15000,670000,0,66.59
ＪＲ山手線 神田駅 13階建 築7年,東京都千代田区神田錦町１,2階,ワンルーム,119000,10000,0,119000,25.58
フロレゾン三番町,東京都千代田区三番町,5階,3LDK,650000,0,1950000,0,168.76
タウンコート富士見,東京都千代田区富士見１,2階,ワンルーム,100000,5000,100000,100000,23.54
ダイナシティ神保町,東京都千代田区神田神保町２,3階,1LDK,136000,3000,272000,136000,32.3
ダイナシティ神保町,東京都千代田区神田神保町２,11階,1LDK,133000,10000,266000,133000,29.71
ＪＲ中央線 水道橋駅 6階建 築11年,東京都千代田区神田三崎町３,5階,1K,102000,10000,102000,102000,25.03
プレール・ドゥーク秋葉原III,東京都千代田区東神田２,7階,1LDK,159000,8000,0,318000,40.62
ＪＲ山手線 神田駅 9階建 築5年,東京都千代田区神田須田町１,2階,1DK,133000,15000,0,0,30.65
ＪＲ山手線 神田駅 9階建 築5年,東京都千代田区神田須田町１,2階,1DK,143000,15000,0,0,30.65
プレール・ドゥーク神田,東京都千代田区外神田６,9階,1K,93000,5000,93000,93000,22.5
ＪＲ中央線 御茶ノ水駅 10階建 築25年,東京都千代田区外神田２,4階,1K,110600,8000,110600,110600,27.72
メインステージ東神田,東京都千代田区東神田１,8階,1K,75000,11500,0,0,22.18
メインステージ東神田,東京都千代田区東神田１,3階,1K,85000,7000,0,85000,24.83
メインステージ東神田,東京都千代田区東神田１,9階,1K,87000,9000,0,0,22.18
ＪＲ総武線 浅草橋駅 12階建 築4年,東京都千代田区東神田２,6階,1LDK,161000,15000,0,0,35.28
ＪＲ総武線 浅草橋駅 12階建 築4年,東京都千代田区東神田２,4階,1DK,163500,15000,0,0,35.28
クレール千代田岩本町,東京都千代田区岩本町２,2階,ワンルーム,88000,7000,0,88000,24.26
パレ・ドール九段下,東京都千代田区飯田橋２,4階,1K,85000,2000,85000,85000,22.54
パレ・ドール九段下,東京都千代田区飯田橋２,1階,1K,86000,6000,86000,86000,22.54
パレ・ドール九段下,東京都千代田区飯田橋２,4階,1K,84000,8000,84000,84000,22.54
パレ・ドール九段下,東京都千代田区飯田橋２,9階,1K,100000,11000,0,100000,22.54
東京メトロ東西線 九段下駅 12階建 築27年,東京都千代田区飯田橋２,9階,1K,87000,8000,87000,87000,22.54
Ｑｕ４ｔｔｒｏ　Ａｒｃａ　九段（クアトロアルカ九段）,東京都千代田区九段北１,6階,1K,175000,10000,175000,0,30.21
一番町レジデンス,東京都千代田区一番町,2階,1K,122000,12000,122000,122000,25.15
ロジェ二番町,東京都千代田区二番町,9階,1DK,180000,0,360000,0,45.77
飯田橋サンポーロハイツ,東京都千代田区飯田橋４,8階,1LDK,148000,14000,148000,148000,39.29
飯田橋サンポーロハイツ,東京都千代田区飯田橋４,8階,1LDK,162000,0,162000,162000,39.29
飯田橋サンポーロハイツ,東京都千代田区飯田橋４,8階,1LDK,162000,0,162000,162000,37.39
東京メトロ丸ノ内線 御茶ノ水駅 4階建 築9年,東京都千代田区外神田２,3階,ワンルーム,103000,5000,103000,103000,23.56
スカイコート神田弐番館,東京都千代田区神田多町２,13階,ワンルーム,109500,9500,0,0,24.01
スカイコート神田弐番館,東京都千代田区神田多町２,11階,ワンルーム,117500,9500,0,0,26.6
東京メトロ半蔵門線 永田町駅 地下5地上9階建 築46年,東京都千代田区永田町２,3階,1LDK,180000,0,180000,180000,28.96
アーバイル九段下ミッドシティ,東京都千代田区神田三崎町３,3階,ワンルーム,75000,17000,0,75000,22.68
アーバイル九段下ミッドシティ,東京都千代田区神田三崎町３,2階,1K,113500,10500,0,113500,22.68
アーバイル九段下ミッドシティ,東京都千代田区神田三崎町３,2階,1K,113500,11000,0,113500,22.68
マイクラ三番町,東京都千代田区三番町,8階,2DK,150000,10000,150000,150000,47.53
東京メトロ銀座線 末広町駅 5階建 築6年,東京都千代田区外神田５,4階,ワンルーム,107000,6000,107000,0,20.09
ＪＲ山手線 秋葉原駅 12階建 築18年,東京都千代田区岩本町３,12階,ワンルーム,108000,0,108000,108000,31.01
ＪＲ山手線 秋葉原駅 12階建 築18年,東京都千代田区岩本町３,12階,1DK,109000,0,109000,109000,31.01
ＪＲ山手線 秋葉原駅 12階建 築18年,東京都千代田区岩本町３,10階,ワンルーム,99000,16000,0,99000,31.01
ステラ岩本町,東京都千代田区岩本町３,4階,ワンルーム,105000,5500,0,0,18.8
Y’s tower,東京都千代田区神田佐久間町２,5階,1K,120000,5880,120000,120000,30.58
グラーサ三番町,東京都千代田区三番町,2階,ワンルーム,121500,8500,0,121500,31.13
パレステュディオ麹町,東京都千代田区麹町１,9階,1K,100000,18000,0,100000,28.07
パレステュディオ麹町,東京都千代田区麹町１,2階,1K,109500,9500,0,0,28.07
パレステュディオ麹町,東京都千代田区麹町１,5階,1K,119500,10500,0,119500,22.62
パレステュディオ麹町,東京都千代田区麹町１,5階,1K,119500,11000,0,119500,22.62
パレステュディオ麹町,東京都千代田区麹町１,4階,1K,126000,10500,0,126000,22.63
パレステュディオ麹町,東京都千代田区麹町１,4階,1K,126000,11000,0,126000,22.63
東京メトロ銀座線 神田駅 9階建 築19年,東京都千代田区神田須田町１,2階,1K,80000,15000,0,80000,22.92
東京メトロ銀座線 神田駅 9階建 築19年,東京都千代田区神田須田町１,2階,1K,80000,18000,0,80000,22.92
ＪＲ中央線 水道橋駅 7階建 築17年,東京都千代田区神田猿楽町２,2階,1K,121500,10500,0,121500,22.5
スカイコート神田第2,東京都千代田区東神田２,2階,1K,82000,10000,0,0,22.75
スカイコート神田第2,東京都千代田区東神田２,3階,1K,85000,10000,0,85000,22.62
スカイコート神田第2,東京都千代田区東神田２,12階,1K,97000,10500,0,97000,22.62
スカイコート神田第2,東京都千代田区東神田２,12階,1K,97000,11000,0,97000,22.62
ブランズ四番町,東京都千代田区四番町,3階,2LDK,375000,0,750000,750000,62.14
ブランズ四番町,東京都千代田区四番町,10階,3LDK,480000,20000,480000,480000,77.35
サンライズハウス,東京都千代田区神田猿楽町２,1階,ワンルーム,78000,2000,78000,78000,18.36
サンライズハウス,東京都千代田区神田猿楽町２,1階,ワンルーム,78000,2000,78000,78000,17.95
東京メトロ銀座線 神田駅 10階建 築4年,東京都千代田区神田須田町１,10階,1LDK,274000,19000,274000,274000,52.95
ユーキメゾン一番町,東京都千代田区一番町,3階,1K,127000,8000,127000,127000,30.38
ソルクレスト御茶ノ水,東京都千代田区外神田２,11階,1DK,159000,9000,159000,159000,38.01
ＪＲ中央線 市ケ谷駅 地下1地上14階建 築26年,東京都千代田区九段南３,5階,1SLDK,245000,0,245000,245000,60.07
メトロフロント神田,東京都千代田区神田須田町１,4階,1K,133000,0,266000,133000,30.25
メトロフロント神田,東京都千代田区神田須田町１,4階,1K,136000,0,272000,136000,30.25
メトロフロント神田,東京都千代田区神田須田町１,4階,1LDK,213000,0,426000,213000,55.25
メトロフロント神田,東京都千代田区神田須田町１,4階,1LDK,218000,0,436000,218000,55.25
メトロフロント神田,東京都千代田区神田須田町１,4階,1LDK,225000,0,450000,225000,55.25
一番町ファーストビル,東京都千代田区一番町,5階,1DK,146000,10000,146000,146000,44.51
プレール九段,東京都千代田区九段北１,4階,1K,98000,5000,98000,98000,22.57
プレール九段,東京都千代田区九段北１,8階,ワンルーム,94000,10000,0,94000,20.07
プレール九段,東京都千代田区九段北１,8階,1K,99000,10500,0,99000,22.73
プレール九段,東京都千代田区九段北１,8階,1K,99000,11000,0,99000,22.73
プレール九段,東京都千代田区九段北１,8階,ワンルーム,106000,10500,0,106000,24.12
プレール九段,東京都千代田区九段北１,8階,ワンルーム,106000,11000,0,106000,24.12
プレール九段,東京都千代田区九段北１,10階,ワンルーム,108000,10500,0,108000,24.12
プレール九段,東京都千代田区九段北１,10階,ワンルーム,108000,11000,0,108000,24.12
平河町平成ビル,東京都千代田区平河町１,3階,ワンルーム,125000,0,187500,125000,37.08
都営新宿線 岩本町駅 11階建 築23年,東京都千代田区東神田２,5階,1K,81000,12000,0,81000,22.62
都営新宿線 岩本町駅 11階建 築23年,東京都千代田区東神田２,10階,1K,103000,10500,0,103000,22.59
都営新宿線 岩本町駅 11階建 築23年,東京都千代田区東神田２,5階,1K,108000,10500,0,108000,22.62
都営新宿線 岩本町駅 11階建 築23年,東京都千代田区東神田２,11階,1K,109000,10500,0,109000,22.65
都営新宿線 九段下駅 10階建 築24年,東京都千代田区九段北１,8階,1K,89000,10500,0,89000,22.73
エルヴァージュ神田神保町,東京都千代田区神田神保町２,7階,1K,127000,7000,0,127000,36.24
ＪＲ中央線 御茶ノ水駅 14階建 築18年,東京都千代田区神田小川町２,6階,1K,114000,9000,0,57000,20.0
プレール東神田,東京都千代田区東神田２,10階,1K,103000,11000,0,103000,22.59
プレール東神田,東京都千代田区東神田２,5階,1K,108000,11000,0,108000,22.62
プレール東神田,東京都千代田区東神田２,11階,1K,109000,11000,0,109000,22.65
メゾン・ド・ヴィレ神田神保町,東京都千代田区神田神保町２,5階,1K,122000,0,122000,122000,32.63
メゾン・ド・ヴィレ神田神保町,東京都千代田区神田神保町２,2階,1K,130000,14000,0,130000,33.36
VICOLO ヴィコロ,東京都千代田区神田淡路町１,4階,ワンルーム,108000,0,108000,0,22.77
プレール神田佐久間町,東京都千代田区神田佐久間町４,4階,1K,89000,10500,0,89000,20.08
プレール神田佐久間町,東京都千代田区神田佐久間町４,7階,1K,89000,10500,0,89000,20.0
プレール神田佐久間町,東京都千代田区神田佐久間町４,4階,1K,89000,11000,0,89000,20.08
プレール神田佐久間町,東京都千代田区神田佐久間町４,7階,1K,89000,11000,0,89000,20.0
プレール神田佐久間町,東京都千代田区神田佐久間町４,8階,1K,90000,10500,0,90000,20.0
プレール神田佐久間町,東京都千代田区神田佐久間町４,8階,1K,90000,11000,0,90000,20.0
ＪＲ山手線 秋葉原駅 12階建 築19年,東京都千代田区東神田２,2階,1K,94000,9000,0,47000,22.6
東京メトロ有楽町線 永田町駅 2階建 築23年,東京都千代田区隼町,-,5LDK,1050000,50000,2100000,1050000,192.94
東京メトロ有楽町線 永田町駅 2階建 築23年,東京都千代田区隼町,1-2階,5LDK,1050000,50000,2100000,1050000,192.94
千代田区隼町　５LDK,東京都千代田区隼町,1階,5LDK,1200000,0,2400000,1200000,192.94
ルームスキノカ,東京都千代田区岩本町２,10階,1K,99000,8880,99000,99000,25.76
ルームスキノカ,東京都千代田区岩本町２,12階,1K,117000,6880,117000,117000,32.67
お茶ノ水リバーサイド,東京都千代田区外神田２,10階,ワンルーム,105000,12000,105000,105000,30.66
千代田区二番町戸建て,東京都千代田区二番町,-,4LDK,2600000,0,5200000,2600000,414.63
千代田区二番町戸建て,東京都千代田区二番町,1-3階,3LDK,2600000,0,5200000,2600000,414.63
パーク・ノヴァ九段,東京都千代田区九段南４,5階,1K,145000,10000,290000,145000,46.08
サンテミリオンお茶の水,東京都千代田区神田錦町３,8階,1K,84000,15000,0,0,24.06
ローレル永田町,東京都千代田区永田町２,4階,ワンルーム,167000,0,167000,167000,34.65
ミライズレジデンシャル九段,東京都千代田区九段北１,7階,1K,156000,10000,156000,0,32.63
ミライズレジデンシャル九段,東京都千代田区九段北１,6階,1K,159000,10000,159000,0,32.89
東京メトロ丸ノ内線 淡路町駅 地下3地上41階建 築11年,東京都千代田区神田淡路町２,34階,3SLDK,470000,0,940000,470000,73.89
東京メトロ丸ノ内線 淡路町駅 地下3地上41階建 築11年,東京都千代田区神田淡路町２,23階,3LDK,460000,20000,460000,460000,72.76
麹町ロイヤルマンション,東京都千代田区麹町４,10階,1K,140000,10000,140000,140000,34.32
麹町ロイヤルマンション,東京都千代田区麹町４,9階,1DK,175000,5000,175000,175000,34.32
朝日三番町プラザ,東京都千代田区三番町,2階,ワンルーム,80000,6000,80000,80000,23.49
朝日三番町プラザ,東京都千代田区三番町,2階,1LDK,140000,10000,140000,140000,34.81
都営新宿線 市ケ谷駅 8階建 築43年,東京都千代田区九段南３,2階,ワンルーム,65000,9000,65000,0,17.37
藤和半蔵門コープ,東京都千代田区隼町,3階,1K,140000,0,140000,140000,36.93
